timestamp,signal,volume,price,sl,tp,score
2026-03-03 10:45:02+00:00,SELL,0.01,5305.81,5337.058571428571,5257.387142857143,6.0
2026-03-03 11:40:54+00:00,SELL,0.01,5260.78,5278.2925,5188.16125,6.0
2026-03-03 13:33:54+00:00,SELL,0.01,5093.97,5180.9060714285715,5045.415892857143,6.0
2026-03-03T15:15:05+00:00,SELL,0.01,5166.76,5255.032857142856,4987.124285714285,6.0
